标题	年份	类型	国家	时长	评分	人数	概括	链接
债务美国 I.O.U.S.A.	2008	纪录片	美国	85	8.0	3552	　　这部纪录片探讨了高速增长的国家债务将会给美国和它的公民带来什么样的影响。永远扩张的政府机构和军队、永无休止的国际竞赛以及过分增加的福利计划，使得美国目前支付着大量的资金以保证这些项目的正常运转。当战后出生的婴儿潮一代退休并开始获取高额的社会保障金时，美国经济将会陷入到一个大灾难中。	http://movie.douban.com/subject/2133409/	
戏梦芭蕾 Ballets russes	2005	纪录片/音乐/历史	美国		8.7	290	　　一群二十年代的俄国女孩及男孩因著革命而迁徙到他国, 继而加入Ballet Russes芭蕾舞团. 这个芭蕾舞团由俄人於1909年在法国巴黎创办, 然后迁到蒙地卡罗. 纪录片中有当年罕有的精彩舞蹈片段及不少珍贵的人物访问, 他们都是叱吒一时的芭蕾舞蹈家, 包括Irina Baronova, Tamara Tchinarova Finch, 及Tania Riabouchinskaya(以下的黑白照片便是三人当年作为Ballet Russes的支柱时摄), Frederic Franklin, Nathalie Krassovska, Yvonne Chouteau, Maria Tallchief, Alicia Markova等二十多人. 儘管对他们认识不深, 但看著他们的言谈, 对当年往事的忆述, 无不感动. 当中亦有不少具幽默感的舞者, 把生命及...	http://movie.douban.com/subject/1438316/	
摇滚本事 搖滾本事	2002	纪录片/音乐	台湾	-9999	9.4	3491	　　对不起，让你久等了！华人音乐史上第一部自传式电影、耗资一仟五百万（每分钟平均成本近三十万）筹画拍摄而成的五月天《摇滚本事》电影，在歌迷引颈盼望苦候了一年多之后，终于要在12月20日正式于全省华纳威秀影城上映。这部创下“史上最大阵容”及“动员人数高达16万人”双纪录，不但是五月天乐团从小成长以来的第一张“社会履历表”，更将成为五月天成员以演员身份正式进军世界的通行护照！为了这部全民的《摇滚本事》电影的正式上映，滚石20日晚上将邀请五月天及所有参与这部电影演出的歌迷朋友，于高雄华纳威秀影城举行一场星光闪耀、别开生面盛大之首映典礼。被称之为“华人音乐的披头四”之五月天，其音乐作品自出道以后即成为时下年轻人的摇滚音乐指针，他们以纪录片方式拍摄而成的《摇滚本事》电影，不但纪录了五月天 计划包下一整场电影院，和女友两人独占五月天“摇滚本事”，给女友一个幸福的生日...	http://movie.douban.com/subject/3737081/	
食品公司 Food, Inc.	2008	纪录片	美国		8.6	23549	　　随着工业文明的高度发展，各种各样的食物也变得供不应求，但在这看似繁华的背后，食品安全却已到了不容忽视的地步。影片从快餐业入手，逐步向种植业、畜牧业、养殖业延展开去，揭露了大型食品公司经营者为了获取高额利润不惜改变动植物的生长方式和生长周期，他们在经营上取得丰厚的利润，而代价却是公众的健康和安全。在看似清洁的食品加工流水线上，沙门氏菌和希氏大肠杆菌毫无阻碍渗透到食物当中，毒害着人类的生命。由于政策等方面原因，人们无法也无力拒绝大公司强加于身的迫害。在金钱和欲望面前，我们自取灭亡……　　本片荣获2009年华盛顿影评人协会最佳纪录片奖。	http://movie.douban.com/subject/3564499/	
走向美丽 A Walk to Beautiful	2007	纪录片	美国	-9999	8.8	189	　　&quot;A Walk to Beautiful&quot; tells the story of five women in Ethiopia suffering from devastating childbirth injuries. Rejected by their husbands and ostracized by their communities, these women are left to spend the rest of their lives in loneliness and shame. We follow each of these women on their journey to a special hospital in Addis Ababa where they find solace for the first time...	http://movie.douban.com/subject/2070512/	
愚昧年代 The Age of Stupid	2009	纪录片/历史/战争	英国	-9999	8.7	6330	　　这部混合纪录、动画、戏剧、科幻等元素的纪录片《愚昧年代》，通过一位年迈的档案保管员皮特·波斯尔思韦特（皮特·波斯尔思韦特 Pete Postlethwaite饰）的视角，向我们讲述了这位生活在的已被摧毁的未来世界中的老人，翻看公元2015年以前影像资料的悲哀和悔恨。现在所有的陨落，其实是人类在公元2015以前所累积的恶果。　　这部描绘全球变暖带给地球致命灾难甚至毁灭的科幻色彩纪录片，根据主流科学的预测所建构。电影制作资金全部由募捐得来，它向我们敲响了意义深刻的警钟，人类本有机会拯救自己，然而却没有做到。面对即将灭亡的地球，人类难道一点都不曾在乎过？	http://movie.douban.com/subject/3287613/	
文明的轨迹 Civilisation	1969	纪录片	英国	-9999	9.3	462	　　BBC“电视史上的里程碑”，当代艺术历史最具雄心壮志的纪录片拍摄工作，由著名艺术历史学家克拉克爵士担任编剧与主持，探讨西欧文明，而爵士更在本片中界定了人类文明发展中的几个重要阶段。《文明的轨迹》历时两年才拍摄完毕，剧组跨越13个国家，曾走访百多个城市拍摄，本纪录片首年播出时更被喻为电视史上的代表作。克拉克爵士引人入胜的对白，再加上欧洲地标动人画面，带领我们探索自罗马帝国沦亡至工业革命用其后的文明发展。这种通过艺术、音乐来呈现历史观点的做法，成为日后无数纪录片看齐并努力超越的基准。　　&quot;Kenneth Clark's sumptuous,magisterial,one-man servey of the achievements of bumanistic civilisation is a TV landmark&quot; The daily mail　　In ...	http://movie.douban.com/subject/1485417/	
含泪活着 泣きながら生きて	2006	纪录片/家庭	日本	-9999	9.2	10294	　　经历了十年动乱，知青丁尚彪和妻子返城回到上海，学业中断，身无一技之长，令他在这个充满变革的社会里举步维艰。在朋友的鼓励下，丁尚彪于1989年6月飞往彼岸的日本，开始了求学创业之路。在北海道的阿寒町，他和一众同胞为了未来努力学习，最后却不得不迫于生计逃离这里，成为一名非法滞留者。在此期间，他的想法发生转变，眼见自己的学业无望，于是丁将全部心血花在女儿身上。拼尽全力打工，只为将女儿送往美国留学。15年的日本岁月，一家人天各一方，辛酸、喜悦、误会、理解，万般情感，言语难尽……　　本片为系列纪录片《我们的留学生活——在日本的日子》收官之作。	http://movie.douban.com/subject/2342568/	
我们每日的面包 Unser täglich Brot	2005	纪录片	德国 / 奥地利	92	8.4	1690	　　导演：Nikolaus Geyrhalter　　获奖：2005年阿姆斯特丹国际记录片电影节评审团特别奖　　2006年欧洲电影奖提名最佳记录片　　2007年法国《电影手册》评分-4颗星（满分）　　介绍：奥地利导演Nikolaus Geyrhalter用了2年时间，辗转于欧洲各国的大食品生产基地和工厂，拍摄了这部影片。他向我们展示了一个日常生活背面的关于食物的世界，在欧洲高度现代化的农业和畜牧业生产流水线下，一切有别于人们印象中的田园牧歌或是拖泥带水。事实上，这个世界高速，精确，冷静，整齐，它被各种各样的生产流水线、电脑、机器人、大机器以及我们-人所引导，无论是在农场，养殖场，还是在屠宰场，几乎每一项细小的操作都会伴随一种相应的机器，其分工细致令人叹为观止。影片极其详尽地展示了这些千奇百怪的机器是如何迅速准确地完成指令，而人，被置于某种和机器同等的地位。	http://movie.douban.com/subject/1957795/	
远山	1995	剧情	中国大陆	40	8.6	753	　　海拨3600米的青海省祈连山区,矿工们依靠山区上的小煤窑艰难度日。在祈连山的皑皑白雪下面，在黑暗的窑洞里，有一种生活在延续着，如矿工帽檐上那忽明忽灭的煤油灯火。挖炭得钱何所营，身上衣裳口中食。万般辛苦，只是“为了生存”！　　拍摄时，矿主的子弹曾在他头上呼啸而过.	http://movie.douban.com/subject/2079735/	
塞纳河畔 La Seine a rencontré Paris	1957	纪录片/短片	法国	-9999	8.8	244	　　《塞纳河畔》（La Seine a rencontré Paris，尤里斯·伊文思，1958年|31分钟|35毫米|黑白|有声）以浓厚的诗情画意和温暖的人道情怀描绘了巴黎风情。影片开始，摄影机宛如轻盈的小船航行在塞纳河上，划过充满乡野气息的城郊，缓缓进入巴黎市区。接着，摄影机在塞纳河两岸驻足，展现岸边的生活场景：一个男人正在给自己补鞋，成群的市民漫无目的地闲逛，几个小痞子目不转睛地盯视在岸边拍照的女模特，恋人们旁若无人地沉溺在甜蜜的二人世界。一阵急雨袭来，人们迅速跑开。本片的创意源自法国电影史学家乔治·萨杜尔，试图在塞纳河与巴黎相逢的地方表现巴黎的风土人情（本片原名《塞纳河与巴黎相逢》。本片并非描写塞纳河和巴黎景色的风光片，而是一首充满温暖和煦的柔情、宽容慈悲的人道情怀以及洞察世事的幽默感的诗篇。本片拍摄完成不久就曾在中国放映，而且是导演亲自带来的拷...	http://movie.douban.com/subject/1794184/	
旅程挽歌 Элегия дороги	2001	剧情/奇幻	法国 / 俄罗斯 / 荷兰	48	8.5	211	　　简介：這是一段由導演的思想、文字，與畫面、聲音共同碰撞激盪的旅程，在流暢中持著嚴謹的態度，充滿想像卻真切萬分。從落葉凋零到雲靄變色，從霧中風景到冰天雪地；望彌撒的虔誠、孩童受洗的認真、若有所思的傳教士、滔滔不絕的咖啡店男子……，跟隨著鏡頭的轉換，導演帶領我們冷眼旁觀、深談淺論。片尾一段在荷蘭鹿特丹博物館的眾多畫作間輕靈跳躍的戲碼，可說是《創世紀》的前身，亦是蘇古諾夫對藝術美學完美追求的呈現。	http://movie.douban.com/subject/1578665/	
上帝不再眷顾我们 God Grew Tired of Us	2006	纪录片	美国		8.3	231	　　在上个世纪八十年代，为了寻求安全的生活，一群躲避苏丹内战而到处迁徙的孩子漂泊多年后，其中一部分在最近受到美国的政治庇护而定居，开始一连串的文化冲击。	http://movie.douban.com/subject/1947285/	
基础解剖学 Anatomy for Beginners	2005	纪录片	英国	-9999	9.4	845	　　◎中文名称：基础解剖学　　◎英文名称：Anatomy for Beginners　　◎地区：德国　　◎语言：英语　　◎简介：　　本记录片是讲述基础解剖学　　由德国著名医学博士 冯。巩尔特。哈根斯教授 讲解整个人体的整个解剖过程，一共4CD　　德国海德堡大学解剖学研究所Dr.Gunther.von..Hagens教授是世界有名的解剖学 者，他将人体铸型标本的生产技术达到了一个全新的高度。先后研制成功了成人整体动脉、静脉铸型标本,动脉与骨骼结合铸型标本,并开发了动物铸型标本技术。　　本片是一部介绍人体的4集教学片，由John Lee教授和Gunther von Hagens博士讲授。每堂课包括尸体解剖、真人演示、标本展示、现场提问等内容，系统全面地介绍了人体的各个组织器官及其功能。　　4集的内容分别为：　　第一集 运动：主要介绍皮肤、肌肉、骨骼和神经系统；　　第二集 循环：主...	http://movie.douban.com/subject/1901434/	
传奇字体 Helvetica	2007	纪录片	英国	80	8.8	2480	　　由独立制片人导演Gary Hustwit执导拍摄的纪录片《传奇字体》，讲述了Helvetica字体从起源诞生到它的特性和影响力，影片访谈了不同时期的老中青三代设计师，畅谈这款简洁、直接、醒目的传奇字体背后的故事。　　1957年，新字体Helvetica由麦克斯·米耶丁格和爱德华德·霍夫曼在瑞士Münchenstein的哈斯铸造所作为排版铅字制作。新的工业化时代正在来临，这种容易辨识和阅读的字体形式更适应快节奏的生活和工业化生产的需要，很快风靡世界。2007年，Helvetica字体诞生满五十周年。Helvetica字体已然存在于我们随处可见的任何一处角落，几乎成为了工业文明和机械化的象征。	http://movie.douban.com/subject/1937190/	
设计面面观 Objectified	2009	纪录片	美国	75	8.6	2797	　　由独立制片人导演Gary Hustwit执导拍摄的《设计面面观》是一部以工业设计为主题的长篇独立纪录片。影片详尽地展示了创造工业产品流程的实录片断，并记录了与世界顶尖设计师们的交谈与讨论。导演Gary Hustwit用洞察深切的镜头记录了这些在我们身边随处可见的工业设计产品，看似稀松平常的设计背后，却是设计师们倾尽全力的良苦用心。　　《设计面面观》中采访到的设计师们包括：纽约现代艺术馆馆长Paola Antonelli，慕尼黑BMW首席设计师Chris Bangle，巴黎兄弟设计组合Ronan &amp; Erwan Bouroullec，美国明尼阿波利斯市Walker艺术中心平面设计师Andrew Blauvelt等世界最具影响力的设计师。他们的设计正慢慢地改变着我们的生活，促使我们去思考得更多更多。	http://movie.douban.com/subject/3103413/	
金属精神 Anvil! The Story of Anvil	2008	纪录片/音乐/传记	加拿大	80	9.1	1759	　　本纪录片讲述了加拿大传奇金属乐队Anvil的历史以及今朝，其中首度发表了多段重要影像，并配以多位金属大腕儿的访谈段落。	http://movie.douban.com/subject/3380831/	
我们到底知道多少？ What the Bleep Do We Know!?	2004	剧情/喜剧/纪录片	美国	109	8.1	3115	　　阿曼达（玛丽·玛特琳 Marlee Matlin饰），一位离婚的普通摄影师。她每日的生活平淡又死气沉沉，直到一日她经历了一段犹如“爱丽丝梦游仙境”般奇妙梦幻的时光。影片惊人的视觉特效让观众置身于阿曼达的神经世界里，一览微妙的细胞、分子甚至是量子世界。影片采访了多位著名学者，讨论关于真相、记忆、眼睛、大脑等深奥的话题。　　本部标新立异、别出心裁的影片《我们到底知道多少？》，融合了纪实、剧情、视觉特效、动画等多种表现手法于一身，充满着量子论、物质、真理等一系列深奥玄妙的概念，构建出一个充满不确定性的量子世界。在这个看似稀松平常的未知领域里，到底何为真实。	http://movie.douban.com/subject/1329949/	
未来狂想曲 The Future Is Wild	2003		英国	-9999	8.3	345	　　以革命性的角度观看演化史，让观众能描绘数百万年后地球的面貌─人类届时已经离开散居在太阳系的各个行星，地球只剩下难以想像的植物与动物形态。這個崭新的系列节目将预测5百万年、1亿年与2亿年后的世界，探索未来地球动植物特殊的改变。根据全球顶尖科学家现有的方法论思考模式，这些立论确凿的臆测将解释影响演化发展的环境与遗传因素。	http://movie.douban.com/subject/1434251/	
大师	2008	纪录片	中国	-9999	9.3	951	　　百集文化系列片《大师》是上海文广传媒集团纪实频道以栏目形式打造的一个电视文化工程，是今人重读中国近现代史的一个构想，是我们与观众共同走近“大师”、感受伟大的一种尝试，是用敬畏和自信来打造艺术精品的一种努力。通过展现大师的思想和精神，传播民族文化的精髓，彰显民族精神。这可以启示观众在今天全球化的语境中，审视和反省我们民族走过的现代化道路与历程，重新发现和阐释大师对我们的意义。　　《大师》是良心工程。20世纪是中国大灾难、大动荡、大变化、大转型的时期。中国从被外强疯狂宰割的封建国家，到上个世纪90年代走上了市场经济的道路。在这样的100年里，中华民族的的先贤们奋斗不止，在实业、科学、文学、艺术、教育、新闻乃至宗教等领域里有开山之功，涌现出的一批灿若星河的大师。他们的命运轨迹与时代相连，他们的思想和精神应该引领我们这个仍然在奋斗的民族。写他们是在重温一个时代...	http://movie.douban.com/subject/2074860/	
改变世界的六度 Six Degrees Could Change the World	2008	纪录片	美国	-9999	8.5	457	　　The film runs through the effect each degree in temperature change has on the world.	http://movie.douban.com/subject/3242566/	
喜马拉雅 Himalaya - l&#39;enfance d&#39;un chef	1999	剧情/冒险	法国 / 瑞士 / 英国 / 尼泊尔	108	8.5	6987	　　在与天相连的莽莽群山之中有一座藏族村寨，由于生产的粮食不够自给，世世代代靠运盐为生。老首领天尼的儿子本应是下一任村里的头人，却在运盐的路上意外身亡，而众望所归的继任者卡玛在天尼的眼中则是为夺头人之位而蓄意害死自己儿子的罪犯。在一次新的运盐旅程开始前夕，村子里以老天尼和卡玛分别为首的两派各持一辞，互不相让。最终卡玛带领年轻人在提前于老人们占卜的日子出发，而天尼而带领自己当喇嘛的儿子和孙子以前一群老随从按占卜的日子上路。运盐队伍不仅一路风餐露宿还要应对群山之中意想不到的危险，两支运盐的队伍谁能克服艰难险阻先到达旅途的终点？本片影像风格粗狂绮丽、荡气回肠，宛如仙乐般的藏密梵音贯穿始终，令人心旷神怡。　　该片是由法国、尼泊尼、瑞士和英国四国合作，历时9个月拍摄的剧情与纪录大片，曾入围第72届奥斯卡最佳外语片奖提名以及2000年欧洲电影最佳摄影奖提名，并于当年获...	http://movie.douban.com/subject/1303017/	
海洋 Océans	2009	剧情/纪录片	法国 / 瑞士 / 西班牙 / 美国 / 阿联酋	104	9.0	79855	　　《海洋》耗时五年，耗资5000万欧元，动用12个摄制组、70艘船，在全球50个拍摄地，有超过100个物种被拍摄，超过500小时的海底世界及海洋相关素材，是史上投资最大的纪录片。　　海洋是什么？这部电影告诉你答案。这是一部以环保为主题，令人心旷神怡、叹为观止的生态学纪录片。本片聚焦于覆盖着地球表面的四分之三的“蓝色领土”。导演深入探索这个幽深而富饶的神秘世界、完整地呈现海洋的壮美辽阔。真实的动物世界的冒险远比动画片中的故事来的精彩，接下来银幕展开——巨大的水母群、露脊鲸、大白鲨、企鹅等。毫不吝啬在镜头前展示他们旺盛的生命力，让人叹为观止。	http://movie.douban.com/subject/3443389/	
致-希斯·莱杰 Heath Ledger A Tribute	2009	纪录片	美国	68	8.9	679	　　希斯莱杰在与他同辈中的演员中可算是功成名就，可悲的是，在2008年1月22日，这名被新加入到电影演员明星名单的人却在他的30岁生日之前去世了。他的名字就是希斯莱杰。　　希斯莱杰是在他这一代中一位最具魅力的演员。他在21岁的时候带着骑士传说这部电影从而使自己的好莱坞事业有了一个高的起步点，他复杂的角色变化，尤其是反面角色，总是给人一种与他年龄不相称的表现，完全颠倒了他在别人心目中青年偶像的地位。他的突然去世震惊了电影界，生前未完成的工作现在已成为他的遗产。这部纪录片也探采访了他的亲属们。	http://movie.douban.com/subject/3732788/	
塑料成瘾 Addicted To Plastic	2009	纪录片	加拿大	85	8.3	1203	　　现在还有什么东西不用塑料做？塑料在任何家庭中都已经成为最普通的物品——它便宜，用途多样而且耐用。然而塑料是不可生物降解的，并且虽然它看起来容易丢弃，许多种塑料并不容易回收，所以大多数塑料物品注定将永远成为垃圾。更糟的是，塑料加工经常产生有毒废物，处理废品塑料产品的方式是隐藏问题——大规模的陆地堆填和海洋倾倒，而不是解决它。影片制作人Ian Connacher探寻了不负责任的成瘾的塑料使用所造成全球环境影响的后果。　　What isn't made of plastic these days? Plastic has become one of the most commonplace items in any household -- it's inexpensive, versatile and durable. However, the latte...	http://movie.douban.com/subject/4043745/	
再说长江	2006	纪录片	中国大陆	-9999	8.8	1982	　　33集大型电视纪录片《再说长江》，力求用真人、实事来表述长江的现状与历史性的变化。从对长江的说与看，扩展到了思考，开阔到了生态、人文、发展等多个领域，并以人为主体，以故事为核心构成了表现手法上的特色，从而揭示出一个更广阔、更鲜活、更生动也更耐人寻味的新时代的新长江。　　　　第一集 大江巨变　　第二集 重上江源　　第三集 生命的高原　　第四集 金沙流韵　　第五集 一江东去　　第六集 水的年轮　　第七集 青铜岁月　　第八集 古蜀沉浮　　第九集 水润锦官城　　第十集 大佛东渐　　第十一集 天生赤水　　第十二集 行走江上　　第十三集 水火山城　　第十四集 三峡存证　　第十五集 告别家园　　第十六集 他乡 故乡　　第十七集 坝梦千秋　　第十八集 江流入海　　第十九集 水映三千峰　　第二十集 江湖武汉　　第二十一集 道化武当　　第二十二集 庐山说“庐”　　第二...	http://movie.douban.com/subject/1853957/	
沉默与黑暗的世界 Land des Schweigens und der Dunkelheit	1971	纪录片	西德	85	8.5	344	　　Fini Straubinger, 是既聋又瞎的老妇,从她十几岁起就这样。通过对她的纪录，关照整个聋瞎人群。 这部影片显示聋瞎人的奋斗，让你了解和接受他们几乎完全与世隔绝的世界。　　获奖：1971年曼翰姆-海德堡国际电影节最佳电影	http://movie.douban.com/subject/1401617/	
南方小鸡：闭嘴只唱 Dixie Chicks: Shut Up and Sing	2006	纪录片/音乐/传记	美国	93	8.4	68	　　A documentary on the Dixie Chicks in the wake of singer Natalie Maines' anti-George W. Bush statement at a 2003 concert.	http://movie.douban.com/subject/1903357/	
生命 Life	2009	纪录片	英国 / 希腊	-9999	9.7	3667	　　《生命》是由BBC制作的十集系列纪录片，从2009年10月12日开始在BBC电视台播出。本片制作共耗时四年，全部以高清方式摄制。每集50分钟，外加10分钟的拍摄花絮，总共60分钟。根据《泰晤士报》报道，本系列片耗资一千万英镑，不过BBC官方并未证实这一数字。2009年是达尔文诞辰二百周年，也是《物种起源》发表150周年。为了进行纪念，本片力图展现自然界缤纷物种的多样性，和它们为适应环境而进化出的各种神奇生存本领。　　1。 “挑战生命”生命的挑战　　本系列的开篇列举全世界动物世界中种种非同寻常的觅食，捕食，求偶和育雏行为将观众引入。在佛罗里达湾，领头的宽吻海豚用尾鳍拍打在海水中造出一道浑浊的幕墙，其他海豚在鱼们跳出水面试图逃走的时候捕食它们。其他不寻常的协作捕食技巧还有，三只猎豹协同猎食一直鸵鸟，南极虎鲸向海豹发起的攻击。巴西的卷尾猴学会了用石块在开坚果取...	http://movie.douban.com/subject/4135259/	
我的亲骨肉 My Flesh and Blood	2003	纪录片	美国	-9999	8.6	78	　　这是一部感人至深的影片，它以纪录片的形式展现了苏珊与其领养的十一个需要特殊照顾的孩子一年的生活状况。蘇珊.湯姆是個單親媽媽，她自己有兩個孩子，同時也陸續領養了11個身心障礙的孩子，他們各有各不同的傷殘、障礙和問題，在这十一个孩子中，有两个小女孩的腿断了、一个小女孩因为高度烧伤而毁容、一个小男孩患有久治不愈的皮肤病、15岁的乔患有严重的囊肿性纤维化疾病。不過蘇珊媽媽一視同仁地視同己出。影片深入這個特殊的家庭，紀錄他們的日常生活，他們的閒談、爭吵和成長的甘與苦，拍得有笑有淚，扣人心弦。影片再现了苏珊一家生活的方方面面，同时也再现了母爱的伟大、女性的伟大。　　美國桑丹斯影展大獎、2003阿姆斯特丹紀錄片評審團獎、觀眾票選最受歡迎影片獎。	http://movie.douban.com/subject/1419016/	
二次大战启示录 Apocalypse - La 2ème guerre mondiale	2009	纪录片	法国	-9999	9.5	3038	　　《二次大战启示录》以精彩的影片述说二次世界大战的故事，这些影片包括业余者拍摄的片段、最高机密影片，以及当年并未使用的新闻影片。这些重新被挖掘出来的影片上了色彩，带给观众在战争中身历其境的感受。本系列最强而有力的特点，在於以新颖的方式述说第二次世界大战的故事，以观众前所未见的方法呈现非典型的影片，提供了一般平民百姓对战争的见解。	http://movie.douban.com/subject/4050029/	
吉他英雄 It Might Get Loud	2008	纪录片/音乐	美国	98	8.8	2685	　　这是一部以Jack White、The Edge和Jimmy Page三位吉他手为原形的纪录片，由David Guggenheim执导，讲述了三位吉他手通过不断地努力创新，用一把电吉他创造出他们独特表演风格的事业历程。该片把焦点放在一天中所发生的事情上，三个吉他手聚在一起分享他们的经历，向对方展示他们的才华。	http://movie.douban.com/subject/3203808/	
淹没 Drowned Out	2002	纪录片	英国		8.1	86	　　04年英国独立电影节最佳纪录片：DROWNED OUT（淹没）。　　　　本片获：　　　　2004年英国独立电影节最佳纪录片奖。　　　　2004年全球最好的社会派争议题材纪录片！	http://movie.douban.com/subject/1755767/	
小活佛 Unmistaken Child	2008	纪录片	以色列	102	8.8	1461	　　即便你走了，我也会在今生找到你。　　转世活佛，真有其事？被誉为「当代密勒日巴」的衮却格西于2001年圆寂，遗体火化当天，烧出数量惊人的舍利子，天空瑞象涌现，似是预告这位即身成佛的大成就者将要乘愿再来。　　达赖喇嘛任命衮却的大弟子巅津梭巴寻找其转世，透过占卜和梦的启示，巅津专注静思，理出澄澈心绪，不畏劳苦跋山涉水。然而经过长年遍寻，却始终未有所获。巅津最后来到他的故乡─尼泊尔的樽区，当年衮却曾在此闭关多年。是灵感牵引，抑或上天安排？巅津发现了个一岁多的男童，男童见到衮却生前的念珠便紧抓不放，甚至在日后严格的鉴定程序中，精确选出衮却的所有法器，最终获得达赖喇嘛的正式认证！　　真实记录的情感，跨世相系的缘分，透过真诚的生命信仰，小活佛带领观众历经了一场心灵之旅，见证奇迹的诞生。　　导演介绍　　纳迪?巴拉特斯Nati Baratz。　　纳迪?巴拉特斯生于以色列耶路撒冷，...	http://movie.douban.com/subject/3698444/	
人类进化史诗：突变 L&#39; Odyssée de l&#39;espèce	2003		法国 / 加拿大	-9999	9.0	153	　　如何才能战胜最凶猛的野兽；如何学会驾驭火；如何制造工具；如何躲避天灾人祸；并最终从一种猿猴似的生物、演变成了地球的主宰？想要揭开我们祖先的秘密，只有回顾发生在几百万年前所经历的生存之战，才能为我们解开谜底。　　为了揭开人类进化的谜底，科学家来到了南非。非洲的独特之处就在于到处都是化石，人类进化史上的每一个重大事件都源自这块大陆。　　在约翰内斯堡西面的格拉迪斯维尔洞穴内，科学家发现了数百具动物骨骼化石，其中有三具是人类家族中的早期成员。其中之一是我们的直系祖先，也就是大约20万年前、生活在非洲平原上的早期智人。　　不过，早期智人并不是第一个具备人类特征的生物。在非洲，考古学家还发现过另外两种有着人类特征的动物遗骸——阿法南猿和直立人。然而毕竟，我们的祖先只有一个，只有一种生物能够存活、并演化成为现代人。　　经科学家对三种生物的研究发现，促使人类发展突飞猛进，以...	http://movie.douban.com/subject/2038040/	
自然界大事件 Nature&#39;s Great Events	2009	纪录片	英国	-9999	9.6	1351	　　在大卫爱登堡和行星地球取得巨大成功后,你也了解了为什么BBC继续出品更多的诸如《加拉帕戈斯》这样的自然类节目　　这些非常好看有趣的自然纪录片也带来了良好的声誉。 现在，又有一部系列剧到来《自然界最惊奇的事件》大卫爱登堡继续担任本系列的解说：包括　　（以下均为暂译）　　1.大消融　　2.大洄游　　3.大迁徙　　4.大潮汐　　5.大洪水　　6.大宴席　　BBC.Nature's.Great.Events.ep01.The Great Melt:讲述了居住在我们地球上的野生动植物所呈现的壮观景色.夏天北冰洋冰雪的融化,使300多万平方公里的海洋和陆地暴露出来,为数百万种动物提供了生存机会,包括白鲸,北极狐,海鸟,以及传说中的北极独角兽,独角鲸. 对于北极熊来说,冰雪的融化使他们的生存环境变的恶劣.为什么呢？它们如何生存下去呢？一只母北极熊和它的幼子展开它们首次冰河之旅,寻找...	http://movie.douban.com/subject/3612296/	
南太平洋 South Pacific	2009	纪录片	英国	-9999	9.7	4257	　　1.海洋岛屿　　它们非同的隔绝产生了地球上其它地方所没有的一些最稀奇、惊人和不安定的生存例子，从撕扯掉椰子的大蟹，到把猎物钉在匕首般爪子上食肉毛虫。　　人类文明同样不同。五旬节岛上的人们从高高的木制脚手架上纵身鱼跃来庆祝他们每年的收获，只用丛林藤本植物来阻止坠落。　　在微小的恩浮塔岛，或许是地球上最僻远的人类社会，当地人为了生存完全依赖他们的庄稼和捕猎。　　2.漂流者　　在南太平洋并没有荒岛这一回事。它们也许是地球上最偏僻，但2万余个岛屿个个都被开拓了，从新几内亚，天堂鸟的家园，部落野蛮的成人仪式将年轻的战士变成鳄鱼人，到斐济，法属玻利尼西和夏威夷。　　这是最后漂流者的故事，从咸水鳄和巨鳗到冠鬣蜥和怪蛙，为了成功不顾一切到达数千哩远的岛屿。这些旅程是很好的功绩。据估计每6万年才有一个物种到达夏威夷。难以相信，这么多的开拓者到达这些受到大自然像龙卷风和海啸接二连三...	http://movie.douban.com/subject/3837519/	
向深海出发 BBC: Oceans	2008	纪录片	英国	-9999	8.9	2509	　　海底世界长久以来一直吸引着人们进行不断的探索，有关海底奥秘的话题总是长久不衰。英国电视台科学考察团队耗时近1年，深入海底的未知领域对这片与世隔绝的地带进行了研究探索。在整个科考过程中，科学工作者们在全球海洋范围内，对地球上的7大地区海洋的近1000多处海底深处进行了此前所没有进行过的探索，他们记录下了无数令人难以置信的最新发现，这些发现的科学研究意义重大，它们不仅填补了此前海洋生物学有关记载的空白，而且它们还能就此揭开海洋学研究新的篇章，重新指出一条海洋生物学的研究方向。　　科考队阵容庞大，由探险家保罗·罗斯（Paul Rose）（曾参与拍摄BBC《世界探索之旅》（Voyages of Discovery））领导，团队中包括有环保专家菲利浦·库斯托（Philippe Cousteau）（著名海洋学家和海洋摄影师雅克－伊夫·库斯托（Captain Jac...	http://movie.douban.com/subject/3568615/	
敦煌	2010	纪录片/历史	中国大陆	-9999	8.7	2080	　　纪录片《敦煌》是中央电视台继《故宫》之后推出的又一部力作，旨在记录敦煌地区历史文化的发展脉络，深入揭示敦煌两千多年来的文化内涵。摄像机对准敦煌和在这块土地上曾经生活过的人们，拨开历史的层层迷雾，将那些被遗忘了的文明一一重新呈现在观众的视野中。主创人员力求奉献一部全方位反映敦煌历史与文化的文献纪录片，全面纪录敦煌地区1600年波澜壮阔的历史进程和散落其中的故事；全方位展现100年来敦煌学的学者对这个沙漠宝库的孜孜不倦的探索成果。　　第一集：“探险者”来了　　1900年，一把芨芨草，捅开了一个沉睡近千年的藏经洞……文物的流失让国人痛心疾首，学者的奋力拯救让人心生感慨，而这些故事似乎都昭示着一个帝国的国势衰微……本集将为观众展现一部中国近代的伤心史。　　总导演周兵推荐本集看点：第一集里的王道士应如何评价？　　《敦煌》第一集讲述的是那个伤心的故事，遗憾的是我们本来想...	http://movie.douban.com/subject/3992615/	
